L201_11-204	- N'am eus ket soñj .	- N’am eus ket soñj.	# # nɑ̃m øs ket sõ:ʃ #	1	1	0	dialogs/documents/12_Antho_breton_3_texts_and_dialogs4-AR_GWENNILI-MOR.txt		cov-7
L201_11-206	- Petra peus laret ? a c'houlennas adarre .	- Petra peus laret ? a c’houlennas adarre.	# # 'pe.tra pøs 'lɑ.rɛt # a xu.'lɛ.naz a.'da.re #	1	1	0	dialogs/documents/12_Antho_breton_3_texts_and_dialogs4-AR_GWENNILI-MOR.txt		cov-3
L201_11-207	Ar paotr a gilas ur wech c'hoazh .	Ar paotr a gilas ur wech c’hoazh.	# ar pɔtr a 'gi.laz œr weʃ xwas #	1	1	0	dialogs/documents/12_Antho_breton_3_texts_and_dialogs4-AR_GWENNILI-MOR.txt		cov-3
L201_11-209	- Ne vo ket pell araok ma'z afec'h kuit ivez .	- Ne vo ket pell araok ma’z afec’h kuit ivez.	# # ne vo ket pɛl 'a.rɔg maz 'a.fex kɥid 'i.ves #	1	1	0	dialogs/documents/12_Antho_breton_3_texts_and_dialogs4-AR_GWENNILI-MOR.txt		cov-6
L201_11-210-00	Risklañ a rae ar vag glas a-drek ar chaoser en tu all d'ar bae . 	Risklañ a rae ar vag glas a-drek ar chaoser en tu all d’ar bae. 	# 'ris.klɑ̃ a rɛ: ar vɑg glɑ:z 'a.dreg ar 'ʃɔ.sɛr en ty al dar bɛ: #	1	1	0	dialogs/documents/12_Antho_breton_3_texts_and_dialogs4-AR_GWENNILI-MOR.txt		cov-3
L201_11-212-01	Ne gomzent ket nemeur . 	Ne gomzent ket nemeur. 	# ne 'gõm.sɛn ket 'ne.mør #	1	1	0	dialogs/documents/12_Antho_breton_3_texts_and_dialogs4-AR_GWENNILI-MOR.txt		cov-1
L201_11-217	- Eveljust , emezi .	- Eveljust, emezi.	# # e.'vɛl.ʒyst # e.'me.zi #	1	1	0	dialogs/documents/12_Antho_breton_3_texts_and_dialogs4-AR_GWENNILI-MOR.txt		cov-4
L201_11-301	Er C'hoad	ER C’HOAD 	# er xwat #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-3
L201_11-302	Teñvalaat a rae ar stankenn dija , hag e krogjont da bignat gant an hent-karr .	Teñvalaat a rae ar stankenn dija hag e krogjont da bignat gant an hent-karr.	# tẽ.'va.lɑd a rɛ: ar 'stɑ̃ŋ.kɛn 'di.ʒɑ # ag e 'krɔg.ʒõn dɑ 'biɲ.at gɑ̃n ɑ̃n 'hɛn.kar #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-2
L201_11-307-01	Yann , a lennas warnañ , anv ar marc'hadour : 	Yann a lennas warnañ anv ar marc’hadour : 	# jɑ̃n # a 'lɛ.naz 'war.nɑ̃ # 'ɑ̃.no ar marx.'ɑ.dur #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-1
L201_11-309-02	Daoust ma oa deut an diskar-amzer , o devoa ar gwez miret o delioù , hag ar gwez kistin a oa heñvel ouzh kebell touseg bras , 	Daoust ma oa deut an diskar-amzer o devoa ar gwez miret o delioù hag ar gwez kistin a oa heñvel ouzh kebell touseg bras, 	# dɔwst ma wa død ɑ̃n di.ska.'rɑ̃m.zɛr # o 'de.vwa ar gwe:s 'mi.rɛd o 'de.lju # ag ar gwe:s 'ki.stin a wa 'hẽ.vɛl us 'ke.bɛl 'tu.sɛk brɑ:s #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-3
L201_11-310-00	- Diwezhat eo an delioù da gouezhañ er bloaz-mañ , eme an tad . 	- Diwezhat eo an delioù da gouezhañ er bloaz-mañ, eme an tad. 	# # di.'we.zad ɛw ɑ̃n 'de.lju dɑ 'gwe.zɑ̃ er 'blwaz.mɑ̃ # 'e.me ɑ̃n tɑ:t #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-7
L201_11-312	- Ar marc'h kozh ne chom ket mui en e sav , emezañ o klask sevel gant harp e benn-bazh .	- Ar marc’h kozh ne chom ket mui en e sav, emezañ o klask sevel gant harp e benn-bazh.	# # ar marx kos ne ʃɔm ket mɥi: en e saw # e.'me.zɑ̃ o klask 'se.vɛl gɑ̃n harb e 'bɛn.bɑs #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-1
L201_11-316-00	Tremen a rejont e-biou gwez bras gant ar gouli ruz ouzh o c'hostez . 	Tremen a rejont e-biou gwez bras gant ar gouli ruz ouzh o c’hostez. 	# 'tre.mɛn a 're.ʒõnd 'e.biw gwe:s brɑ:s gɑ̃n ar 'gu.li ry:z uz o 'xo.stɛs #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-3
L201_11-316-03	Ne gomzas ket diouzhtu ; berr warnañ .	Ne gomzas ket diouzhtu, berr warnañ.	# ne 'gõm.sas ket 'dju.sty # bɛr 'war.nɑ̃ #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-4
L201_11-317-00	- Gwelout a rez an ti gwenn du-hont a-drek ar gwez ? 	- Gwelout a rez an ti gwenn du-hont a-drek ar gwez ? 	# # 'gwe.lud a re:z ɑ̃n ti: gwɛn 'dy.õnd 'a.dreg ar gwe:s #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-3
L201_11-317-02	Ur vereuri gaer , Lezarzou , ha douar mat .	Ur vereuri gaer, Lezarzou, ha douar mat.	# œr ve.'rø.ri gɛr # le.'zar.zu # a 'du.ar mɑ:t #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-5
L201_11-321-01	Edo hanter astennet war ar bank a-dreñv , e zorn war e vruched .	Edo hanter astennet war ar bank a-dreñv, e zorn war e vruched.	# 'e.do 'hɑ̃n.tɛr a.'stɛ.nɛd war ar bɑ̃ŋg 'a.drẽ # e zɔrn war e 'vryʃ.ɛt #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-6
L201_11-323	- O nann , emezañ ar wech-mañ ; hep digeriñ e zaoulagad , mat on .	- O nann, emezañ ar wech-mañ, hep digeriñ e zaoulagad, mat on.	# # o nɑ̃n # e.'me.zɑ̃ ar 'weʃ.mɑ̃ # hep dig.'e.ri e zɔw.'lɑg.at # mɑ:d õn #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-3
L201_11-325	- Avel flao , avel c'hlao .	- Avel flao, avel c’hlao.	# # 'ɑ.vɛl flɔ # 'ɑ.vɛl xlɔ #	1	1	0	dialogs/documents/13_Antho_breton_3_texts_and_dialogs5-ER_C_HOAD.txt		cov-2
L201_11-501	Mers-El-Kebir	MERS-EL-KEBI	# mɛr.sɛl.'ke.bir #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-1
L201_11-502-05	E miz Gouere en em gavas e Mers-el-Kebir . 	E miz Gouere en em gavas e Mers-el-Kebir. 	# e mi:s 'gwe.re en ɛm 'ga.vaz e mɛr.sɛl.'ke.bir #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-6
L201_11-502-07	Un toullad brav a vartoloded a gollas o buhez en deiz-se . 	Un toullad brav a vartoloded a gollas o buhez en deiz-se. 	# œn 'tu.lat braw a var.to.'lo.dɛd a 'gɔ.laz o 'by.ɛz en 'dɛjz.se #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-2
L201_11-502-09	ne voe ket e-touez ar re-se . 	ne voe ket e-touez ar re-se. 	# ne vwe: ked 'e.twɛz ar 're.se #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-3
L201_11-502-10	Da c'hoprañ e chañs e voe roet dezhañ ar Groaz-vrezel . 	Da c’hoprañ e chañs e voe roet dezhañ ar Groaz-vrezel. 	# dɑ 'xo.prɑ̃ e ʃɑ̃:z e vwe: 'ro.ɛt 'de.zɑ̃ ar grwaz.'vre.zɛl #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-6
L201_11-502-13	Ha penaos ! Pet ac'hanoc'h lennerien ger , a zo bet medalennet ? )	Ha penaos ! Pet ac’hanoc’h, lennerien ger, a zo bet medalennet ?)	# a 'pe.nos # ped ah.'ɑ̃.nɔx lɛ.'ner.jɛn ge:r # a zo bet me.da.'lɛ.nɛt #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-4
L201_11-503-02	n'eo ket gourc'hemennoù , a voe graet dezhañ , reuz ne lavaran ket !	n’eo ket gourc’hemennoù a voe graet dezhañ, reuz ne lavaran ket.	# new ket gurx.e.'mɛ.nu # a vwe: grɛ:t 'de.zɑ̃ # rø:s ne la.'vɑ.rɑ̃n ket #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-1
L201_11-508-01	« Klevet em eus ar Radio dec'h da noz » .	« Klevet em eus ar Radio dec’h da noz ».	# # 'kle.vɛd ɛm øz ar ra.'di.o dex dɑ no:s #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-4
L201_11-510-01	« heme a zo gwerzhet d'ar Voched . Gôtoz 'ta , gwelt a ri » .	« heme a zo gwerzhet d’ar Voched. Gôtoz ‘ta, gwelt a ri ».	# # 'he.me a zo 'gwɛr.zɛt dar 'voʃ.ɛt # tɑ # gwɛld a ri: #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-2
L201_11-511-08	nag a-zivout relijion ( n'en deus menoz ebet ) . Rak-se n'en deus nemet mignoned . 	nag a-zivout relijion (n’en deus menoz ebet). Rak-se n’en deus nemet mignoned. 	# nag a.'zi.vut re.li.'ʒi.õn # nen døs 'me.noz 'e.bet # # 'ra.kse nen døs 'ne.met miɲ.'õ.nɛt #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-7
L201_11-511-10	Menel a ra e-giz un tamm koad e korn an oaled , kollet en un huñvre difiñv evel ar saout .	Menel a ra e-giz un tamm koad e korn an oaled, kollet en un huñvre difiñv evel ar saout.	# 'me.nɛl a ra 'eg.iz œn tɑ̃m kwad e kɔrn ɑ̃n 'wɑ.lɛt # 'kɔ.lɛd en œn 'hỹ.vre 'di.fĩf 'e.vɛl ar sɔwt #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-5
L201_11-512-01	da zaoulagad bolos , da zent aour , da gasketenn lor war da skouarn , 	da zaoulagad bolos, da zent aour, da gasketenn lor war da skouarn, 	# dɑ zɔw.'lɑg.at 'bo.lɔs # dɑ zɛnd ɔwr # dɑ ga.'ske.tɛn lo:r war dɑ 'sku.arn #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-3
L201_11-512-02	da skouarn skejvrizellet e-barzh chakodoù da vragoù glas takonet , 	da skouarn skejvrizellet e-barzh chakodoù da vragoù glas takonet, 	# dɑ 'sku.arn skɛʒ.vri.'zɛ.lɛd 'e.bars ʃa.'ko.du dɑ 'vrɑg.u glɑ:s ta.'kõ.nɛt #	1	1	0	dialogs/documents/15_Antho_breton_3_texts_and_dialogs6-MERS_EL_KEBIR.txt		cov-7
L201_11-602	Ar wech kentañ e oa da Dangi abaoe m'edo er C'hanada , degouezhout gant ur plac'h ken plijus , he gwelout ha ken hoalus .	Ar wech kentañ e oa da Dangi abaoe m’edo er C’hanada, degouezhout gant ur plac’h ken plijus he gwelout ha ken hoalus.	# ar weʃ 'kɛn.tɑ̃ e wa dɑ 'dɑ̃ŋg.i a.'bɔ.we 'me.do er xɑ̃.'nɑ.da # de.'gwe.zut gɑ̃n œr plax ken 'pli.ʒys # e 'gwe.lut a ken 'hwɑ.lys #	1	1	0	dialogs/documents/16_Antho_breton_3_texts_and_dialogs7-DIWEZH_SIZHUN.txt		cov-4
L201_11-604-00	E gwir , 	E gwir, 	# e gwi:r #	1	1	0	dialogs/documents/16_Antho_breton_3_texts_and_dialogs7-DIWEZH_SIZHUN.txt		cov-4
L201_11-607-00	- « Nann , n'on ket , gwir eo . 	- « Nann, n’on ket, gwir eo. 	# # nɑ̃n # nõn ket # gwi:r ɛw #	1	1	0	dialogs/documents/16_Antho_breton_3_texts_and_dialogs7-DIWEZH_SIZHUN.txt		cov-3
L201_11-608	Minc'hoarzhin a rae ar vatezh atav , o tiskouez div regennad dent gwenn yac'h .	Minc’hoarzhin a rae ar vatezh atav, o tiskouez div regennad dent gwenn yac’h.	# minx.'war.zin a rɛ: ar 'va.tez 'a.taw # o 'ti.skwɛs diw reg.'ɛ.nat dɛn gwɛn jax #	1	1	0	dialogs/documents/16_Antho_breton_3_texts_and_dialogs7-DIWEZH_SIZHUN.txt		cov-1
L201_11-610	- Eus Pariz ? »	- Eus Pariz ? »	# # øs 'pɑ.ris #	1	1	0	dialogs/documents/16_Antho_breton_3_texts_and_dialogs7-DIWEZH_SIZHUN.txt		cov-2
L201_11-611-02	an dremm goant hag ar pennad blev gell , na ken sklaer , na ken koant , na ken gell .	an dremm goant hag ar pennad blev gell na ken sklaer, na ken koant, na ken gell.	# ɑ̃n drɛm gwɑ̃nt ag ar 'pɛ.nat blɛw gɛl # na ken sklɛ:r # na ken kwɑ̃nt # na ken gɛl #	1	1	0	dialogs/documents/16_Antho_breton_3_texts_and_dialogs7-DIWEZH_SIZHUN.txt		cov-3
L201_11-612-00	« Ya , a gendalc'has-hi , 	« Ya, a gendalc’has-hi, 	# # ja # a gɛn.'dalx.azh.i #	1	1	0	dialogs/documents/16_Antho_breton_3_texts_and_dialogs7-DIWEZH_SIZHUN.txt		cov-3
L201_11-612-03	E-pad daou vloaz ez on bet o labourat eno ; met n'en em blijen ket kaer . »	E-pad daou vloaz ez on bet o labourat eno, met n’en em blijen ket kaer. »	# 'e.pɑt dɔw vlwaz ez õn bed o la.'bu.rad 'e.no # mɛt nen ɛm 'bliʃ.ɛn ket kɛ:r #	1	1	0	dialogs/documents/16_Antho_breton_3_texts_and_dialogs7-DIWEZH_SIZHUN.txt		cov-4
L201_11-707	- Ar brezel amañ , a zalc'h an holl dindan gazel-ge , Komandant .	- Ar brezel amañ a zalc’h an holl dindan gazel-ge, Komandant.	# # ar 'bre.zɛl 'ɑ̃.mɑ̃ # a zalh ɑ̃n ɔl 'din.dɑ̃n ga.'zelg.e # ko.'mɑ̃n.dɑ̃nt #	1	1	0	dialogs/documents/17_Antho_breton_3_texts_and_dialogs8-AN_TEIR_ROZENN_RUZ.txt		cov-4
L203_007	Mont a ra . Da hanternoz , trouz kaer . Lâret a ra e bater .	Mont a ra. Da hanternoz, trouz kaer. Lâret a ra e bater.	# mõnd a ra # dɑ hɑ̃n.'tɛr.nos # tru:s kɛ:r # 'lɑ.rɛd a ra e 'ba.tɛr #	1	1	0	tales/tales_-_01_SANT_JAKEZ_A_GALIS.txt		cov-2
L203_008	– Mar eus amañ unan bennak hag en deus ezhomm .	– Mar eus amañ unan bennak hag en deus ezhomm...	#  mɑ:r øz 'ɑ̃.mɑ̃ 'y.nɑ̃n 'bɛ.nag ag en døz 'e.zõm #	1	1	0	tales/tales_-_01_SANT_JAKEZ_A_GALIS.txt		cov-3
L203_017	– Da Sant Jakez .	– Da Sant Jakez.	#  dɑ sɑ̃nt 'ʒa.kɛs #	1	1	0	tales/tales_-_01_SANT_JAKEZ_A_GALIS.txt		cov-2
L203_019	– Ma mamm ha ma eil breur aet a-raok .	– Ma mamm ha ma eil breur aet a-raok.	#  ma mɑ̃m a ma ɛjl brø:r ɛ:d 'a.rɔk #	1	1	0	tales/tales_-_01_SANT_JAKEZ_A_GALIS.txt		cov-1
L203_030	– C'hwi bet er c'hastell . Petra oc'h eus graet eno ?	– C’hwi bet er c’hastell. Petra oc’h eus graet eno ?	#  xwi: bed er 'xa.stɛl # 'pe.tra ɔh øs grɛ:d 'e.no #	1	1	0	tales/tales_-_01_SANT_JAKEZ_A_GALIS.txt		cov-6
L203_033	Graet eo an eured .	Graet eo an eured.	# grɛ:d ɛw ɑ̃n 'ø.rɛt #	1	1	0	tales/tales_-_01_SANT_JAKEZ_A_GALIS.txt		cov-7
L203_100	Un dapadenn	Un dapadenn	# œn da.'pɑ.dɛn #	1	1	0	tales/tales_-_02_UN_DAPADENN.txt		cov-5
L203_103-01	An erc'h a c'holoe dre-holl an douar , evel ul liñsel wenn . 	An erc'h a c'holoe dre-holl an douar, evel ul liñsel wenn. 	# ɑ̃n ɛrh a xo.'lo.e 'dre.ɔl ɑ̃n 'du.ar # 'e.vɛl œl 'lĩ.sɛl wɛn #	1	1	0	tales/tales_-_02_UN_DAPADENN.txt		cov-1
L203_103-03	ha pep hini a gonte un taol kaer bennak , pe a gane ur werz kozh . 	ha pep hini a gonte un taol kaer bennak, pe a gane ur werz kozh. 	# a pep 'hi.ni a 'gõn.te œn tɔ:l kɛ:r 'bɛ.nak # pe a 'gɑ̃.ne œr wɛrs kos #	1	1	0	tales/tales_-_02_UN_DAPADENN.txt		cov-5
L203_103-06	pa lâras unan bennak :	pa lâras unan bennak :	# pa 'lɑ.raz 'y.nɑ̃n 'bɛ.nak #	1	1	0	tales/tales_-_02_UN_DAPADENN.txt		cov-6
L203_104	- Ha te , Erwanig Helari , ne lâri ket ivez taol kaer ebet dimp ?	- Ha te, Erwanig Helari, ne lâri ket ivez taol kaer ebet dimp ?	# # a te: # ɛr.'wɑ̃.nik he.'lɑ.ri # ne 'lɑ.ri ked 'i.ves tɔ:l kɛ:r 'e.bet dimp #	1	1	0	tales/tales_-_02_UN_DAPADENN.txt		cov-1
L203_108-04	hag un toullad tud en-dro da doull ar forn , o kaozeal hag o vutunat . 	hag un toullad tud en-dro da doull ar forn, o kaozeal hag o vutunat. 	# ag œn 'tu.lat ty:d 'en.dro dɑ dul ar fɔrn # o ko.'ze.al ag o vy.'ty.nat #	1	1	0	tales/tales_-_02_UN_DAPADENN.txt		cov-7
L203_111-03	Hag e soñj deoc'h eo pec'hed din troc'hañ un tammig lann , diwar douaroù an aotrou , evit o harzañ da vervel ?	Hag e soñj deoc'h eo pec'hed din troc'hañ un tammig lann diwar douaroù an aotrou, evit o harzañ da vervel ?	# ag e sõ:ʃ 'de.ɔh ɛw 'peh.ɛt din 'troh.ɑ̃ œn 'tɑ̃.mik lɑ̃n # 'di.war du.'a.ru ɑ̃n 'ɔ.tru # 'e.vid o 'har.zɑ̃ dɑ 'vɛr.vɛl #	1	1	0	tales/tales_-_02_UN_DAPADENN.txt		cov-2
L203_112	- Nann , nann ! Mat a 'teus graet Yann , a lâris dezhañ .	- Nann, nann ! Mat a 'teus graet Yann, a lâris dezhañ.	# # nɑ̃n # nɑ̃n # mɑ:d tøz grɛ:t jɑ̃n # a 'lɑ.riz 'de.zɑ̃ #	1	1	0	tales/tales_-_02_UN_DAPADENN.txt		cov-1
L203_115	- Da betra na 'teus ket troc'het e c'hoûg gant da falz ? a lâras Olier ar Rannou .	- Da betra na 'teus ket troc'het e c'hoûg gant da falz ? a lâras Olier ar Rannou.	# # dɑ 'be.tra tøs ket 'troh.ɛd e xug gɑ̃n dɑ fals # a 'lɑ.raz o.'li.ɛr ar 'rɑ̃.nu #	1	1	0	tales/tales_-_02_UN_DAPADENN.txt		cov-3
L203_121-00	-Eo , distaget c'hwek ! … 	-Eo, distaget c'hwek !… 	# ew # di.'stɑg.ɛt xwek #	1	1	0	tales/tales_-_02_UN_DAPADENN.txt		cov-3
L203_127	Ha setu an holl da c'hoarzhin ; ha Pipi ar Fibleg , mezhus-bras o vezañ bet tapet .	Ha setu an holl da c'hoarzhin, ha Pipi ar Fibleg mezhus-bras o vezañ bet tapet.	# a 'se.ty ɑ̃n ɔl dɑ 'xwar.zin # a 'pi.pi ar 'fi.blɛk # me.'zyz.braz o 've.zɑ̃ bet 'ta.pɛt #	1	1	0	tales/tales_-_02_UN_DAPADENN.txt		cov-3
L203_200	Ar peroked sorser	Ar peroked sorser	# ar pe.'ro.kɛt 'sɔr.sɛr #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-6
L203_211-01	setu aze pep a c'hwec'h real ; ma holl arc'hant int .	setu aze pep a c'hwec'h real ; ma holl arc'hant int.	# 'se.ty 'ɑ.ze peb a xwɛx 're.al # ma ɔl 'arx.ɑ̃nd int #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-6
L203_215-00	- Allas ! Kouezhet fall oc'h bugaligoù baour ; 	- Allas ! Kouezhet fall oc'h bugaligoù baour ; 	# # 'a.las # 'kwe.zɛt fal ɔx byg.a.'lig.u bɔwr #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_219-00	Antren a reont . 	Antren a reont. 	# 'ɑ̃n.trɛn a 're.õnt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-1
L203_221-04	Ar jeanted hag ar jeantezed a lonke , hag a lipe o bizied hag o beg . 	Ar jeanted hag ar jeantezed a lonke, hag a lipe o bizied hag o beg ; 	# ar ʒe.'ɑ̃n.tɛd ag ar ʒe.ɑ̃n.'te.zɛd a 'lõŋ.ke # ag a 'li.pe o bi.'zi.ɛt ag o bek #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-1
L203_224-02	hennezh a lâr din kement a dremen hag a vez graet 'barzh ma zi .	hennezh a lâr din kement a dremen hag a vez graet 'barzh ma zi ; 	# 'he.nez a lɑr din 'ke.mɛnd a 'dre.mɛn ag a ve:s bɑrs ma zi #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-1
L203_227-00	Bihanig hag e vreudeur , a voe laket er memes kambr da gousket . 	Bihanig hag e vreudeur a voe laket er memes kambr da gousket. 	# bih.'ɑ̃.nig ag e 'vrø.dœr # a vwe: 'la.kɛd er 'me.mɛs kɑ̃mpr dɑ 'gu.skɛt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-1
L203_231-00	Ar re-mañ a oa prest da vervel gant an aon . 	Ar re-mañ a oa prest da vervel gant an aon. 	# ar 're.mɑ̃ a wa prest dɑ 'vɛr.vɛl gɑ̃n ɑ̃n ɑ̃wn #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-6
L203_231-02	Bihanig a savas neuze ur planken eus ar solier , 	Bihanig a savas neuze ur planken eus ar solier, 	# bih.'ɑ̃.nig a 'sa.vaz 'nø.ze œr 'plɑ̃ŋ.kɛn øz ar 'so.ljɛr #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-6
L203_232	- En hent bremañ , paotred ! Ha prim , ha goustadik !	- En hent bremañ, paotred ! Ha prim, ha goustadik !	# # en hɛn 'bre.mɑ̃ # 'pɔ.trɛt # a prim # a gu.'stɑ.dik #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-4
L203_233-01	met al liñselioù a oa re verr ; hag ar paotr henañ , o kouezhañ , a dorras e vorzhed . 	met al liñselioù a oa re verr, hag ar paotr henañ, o kouezhañ, a dorras e vorzhed. 	# mɛd al lĩ.'sɛ.lju a wa re: vɛr # ag ar pɔt 'he.nɑ̃ # o 'kwe.zɑ̃ # a 'dɔ.raz e 'vɔr.zɛt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-4
L203_234-00	- Grit mat d'hon breurig paour , en deus torret e vorzhed ; 	- Grit mat d'hon breurig paour, en deus torret e vorzhed ; 	# # gri:t mɑ:t dhõn 'brø.rik pɔwr # en døs 'tɔ.rɛd e 'vɔr.zɛt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_237-03	Met pa digoras an nor ha pa welas , en em lakas da vlejal evel ur c'hole-tarv . 	Met pa digoras an nor ha pa welas, en em lakas da vlejal evel ur c'hole-tarv. 	# mɛt pa dig.'o.raz ɑ̃n no:r a pa 'we.las # en ɛm 'la.kaz dɑ 'vle.ʒɑl 'e.vɛl œr xo.le.'ta.ro #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-7
L203_237-04	Ar re all , pa glevjont , a redas ivez d'ar gambr .	Ar re all, pa glevjont, a redas ivez d'ar gambr, 	# ar re: al # pa 'glev.ʒõnt # a 're.daz 'i.ves dar gɑ̃mbr #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-4
L203_242	- Aet eo kuit , gant he daou vreur .	- Aet eo kuit, gant e daou vreur.	# # ɛ:d ɛw kɥit # gɑ̃n e dɔw vrør #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-1
L203_247	- Labour .	- Labour.	# # 'lɑ.bur #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-1
L203_250-00	- Er c'hastell-se avat , Sir , a zo traoù kaer ! 	- Er c'hastell-se avat, Sir, a zo traoù kaer ! 	# # er 'xa.stɛl.se 'a.vat # sœr # a zo trɔw kɛ:r #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-2
L203_252	- Me avat , ma zad , a garfe kaout ar peroked-se !	- Me avat, ma zad, a garfe kaout ar peroked-se !	# # me: 'a.vat # ma zɑt # a 'gar.fe kɔwd ar pe.'ro.ked.se #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-5
L203_257	- Ya , sur , goulennit ar seurt a garfet , ho po , mar be gallet .	- Ya sur, goulennit ar seurt a garfet, ho po, mar be gallet.	# # ja # sy:r # gu.'lɛ.nid ar sœrd a 'gar.fɛt # o po # mɑ:r be: 'ga.lɛt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-3
L203_261	- Penaos a ra ma breur ? emezañ .	- Penaos a ra ma breur ? emezañ.	# # 'pe.noz a ra ma brø:r # e.'me.zɑ̃ #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-3
L203_263-00	Briata a ra e vreur , lezel a ra e aour hag e arc'hant gant an ozhac'h , evit hen trugarekaat eus ar boan en deus bet gantañ . 	Briata a ra e vreur, lezel a ra e aour hag e arc'hant gant an ozhac'h evit hen trugarekaat eus ar boan en deus bet gantañ, 	# bri.'a.ta a ra e vrø:r # 'le.zɛl a ra e ɔwr ag e 'arx.ɑ̃n gɑ̃n ɑ̃n 'o.zax # 'e.vit he:n tryg.a.'re.kɑd øz ar bwɑ̃n en døs bet 'gɑ̃n.tɑ̃ #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-1
L203_263-01	kemer a ra bec'h e vul a win ardant hag a gasis , hag ec'h a arre en hent . 	kemer a ra bec'h e vul a win ardant hag a gasis, hag ec'h a arre en hent. 	# 'ke.mɛr a ra beh e vy:l a wi:n 'ar.dɑ̃nt ag a 'ga.sis # ag eh a 'a.re en hɛnt #	1	1	0	tales/tales_-_03_AR_PEROKED_SORSER.txt		cov-5
